City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
369,Mayskiy,RU,47.6931,40.1025,33.44,85,99,8.37,overcast clouds,2022-02-05 00:16:13
370,Bridgwater,GB,51.1284,-3.0036,42.89,82,45,10.33,scattered clouds,2022-02-05 00:16:14
371,Abay,KZ,49.6311,72.8539,-5.42,78,7,5.84,clear sky,2022-02-05 00:16:14
372,Olga,RU,43.7444,135.2892,7.9,54,66,14.74,broken clouds,2022-02-05 00:16:14
373,Sarankhola,BD,22.3082,89.7897,63.3,92,26,5.28,scattered clouds,2022-02-05 00:16:15
374,Shelbyville,US,35.4834,-86.4603,30.11,69,100,5.01,overcast clouds,2022-02-05 00:16:15
375,Dunn,US,44.95,-91.8835,9.81,74,99,11.5,overcast clouds,2022-02-05 00:16:15
376,Uruzgan,AF,32.8333,66.0,32.77,38,0,8.63,clear sky,2022-02-05 00:16:16
377,Saint-Georges,GD,12.0564,-61.7485,76.68,78,20,10.36,few clouds,2022-02-05 00:16:16
378,Murgab,TM,37.4966,61.9714,46.27,53,0,9.22,clear sky,2022-02-05 00:16:16
379,Taseyevo,RU,57.2169,94.8978,20.53,92,100,10.63,light snow,2022-02-05 00:16:17
380,Mpongwe,ZM,-13.5091,28.155,62.4,99,100,3.15,overcast clouds,2022-02-05 00:16:17
381,Beringovskiy,RU,63.05,179.3167,-7.74,86,69,11.83,broken clouds,2022-02-05 00:16:18
382,Ratangarh,IN,28.0833,74.6,52.36,56,0,8.1,clear sky,2022-02-05 00:16:18
383,Stabat,ID,3.761,98.4513,75.4,96,93,2.59,overcast clouds,2022-02-05 00:16:18
384,Marsa Matruh,EG,31.3525,27.2453,54.1,64,73,13.82,broken clouds,2022-02-05 00:16:19
385,Krasnoturansk,RU,54.3186,91.5639,-17.61,96,100,3.44,overcast clouds,2022-02-05 00:16:19
386,Marsh Harbour,BS,26.5412,-77.0636,73.81,63,60,8.63,broken clouds,2022-02-05 00:16:19
387,Florianopolis,BR,-27.6146,-48.5012,77.38,91,75,3.0,broken clouds,2022-02-05 00:13:56
388,Port Hedland,AU,-20.3167,118.5667,91.45,62,100,12.66,overcast clouds,2022-02-05 00:16:20
389,Half Moon Bay,US,37.4636,-122.4286,66.79,48,0,6.91,clear sky,2022-02-05 00:14:55
390,Mount Gambier,AU,-37.8333,140.7667,68.54,51,93,10.87,overcast clouds,2022-02-05 00:16:20
391,Puri,IN,19.8,85.85,63.12,54,2,10.47,clear sky,2022-02-05 00:16:21
392,Sao Filipe,CV,14.8961,-24.4956,73.94,70,0,6.42,clear sky,2022-02-05 00:16:21
393,Malazgirt,TR,39.1427,42.5401,21.7,97,99,1.88,light snow,2022-02-05 00:14:01
394,Salinopolis,BR,-0.6136,-47.3561,78.42,85,100,8.97,light rain,2022-02-05 00:15:20
395,Ivdel,RU,60.6911,60.4206,8.98,95,100,0.69,overcast clouds,2022-02-05 00:16:22
396,Uuemoisa,EE,58.9394,23.5894,32.04,91,100,20.4,overcast clouds,2022-02-05 00:16:22
397,Vurnary,RU,55.4904,46.9648,22.24,96,100,10.31,snow,2022-02-05 00:16:22
398,Sangar,RU,63.9242,127.4739,-35.82,100,100,0.65,overcast clouds,2022-02-05 00:16:23
399,Veere,NL,51.5483,3.6667,44.6,80,20,8.99,few clouds,2022-02-05 00:16:23
400,Tarnok,HU,47.3733,18.8458,34.18,79,69,1.07,broken clouds,2022-02-05 00:16:24
401,Calama,CL,-22.4667,-68.9333,60.58,16,0,11.9,clear sky,2022-02-05 00:14:07
402,Verkhnevilyuysk,RU,63.4453,120.3167,-22.63,99,49,1.14,scattered clouds,2022-02-05 00:13:06
403,Porirua,NZ,-41.1333,174.85,62.55,93,100,17.54,light rain,2022-02-05 00:15:16
404,Taoudenni,ML,22.6783,-3.9836,66.6,13,74,10.18,broken clouds,2022-02-05 00:16:24
405,Naranjito,EC,-2.2167,-79.4833,82.08,89,55,3.49,moderate rain,2022-02-05 00:16:25
406,Salalah,OM,17.0151,54.0924,68.56,77,3,2.1,clear sky,2022-02-05 00:16:25
407,Palmer,US,42.1584,-72.3287,31.03,86,100,4.61,snow,2022-02-05 00:16:25
408,Surab,PK,28.4914,66.2585,45.46,12,0,5.64,clear sky,2022-02-05 00:17:26
409,Kabo,CF,7.6994,18.629,71.76,17,32,5.46,scattered clouds,2022-02-05 00:17:26
410,Gagnoa,CI,6.1293,-5.9437,72.99,88,49,2.33,scattered clouds,2022-02-05 00:17:26
411,Bambous Virieux,MU,-20.3428,57.7575,79.21,86,100,18.39,light rain,2022-02-05 00:17:27
412,Talnakh,RU,69.4865,88.3972,1.2,97,98,6.13,overcast clouds,2022-02-05 00:17:27
413,Porto Novo,BJ,6.4965,2.6036,82.22,84,1,6.64,clear sky,2022-02-05 00:17:27
414,Hirado,JP,33.3597,129.5531,40.35,58,100,26.46,overcast clouds,2022-02-05 00:17:28
415,Naze,JP,28.3667,129.4833,52.77,65,83,18.16,broken clouds,2022-02-05 00:14:16
416,Arman,RU,59.7,150.1667,-1.28,72,87,12.93,overcast clouds,2022-02-05 00:17:28
417,Bac Lieu,VN,9.285,105.7244,78.17,75,86,19.13,overcast clouds,2022-02-05 00:17:28
418,Lang Son,VN,21.8333,106.7333,47.52,84,49,3.98,scattered clouds,2022-02-05 00:17:29
419,Bilibino,RU,68.0546,166.4372,-7.47,78,1,4.76,clear sky,2022-02-05 00:17:29
420,Shubarkuduk,KZ,49.1447,56.4872,27.68,85,100,16.91,overcast clouds,2022-02-05 00:17:29
421,Harstad,NO,68.799,16.5293,25.83,84,100,11.41,overcast clouds,2022-02-05 00:17:30
422,Yar-Sale,RU,66.8333,70.8333,5.97,96,100,5.91,overcast clouds,2022-02-05 00:17:30
423,Balykshi,KZ,47.0667,51.8667,32.0,100,100,6.71,mist,2022-02-05 00:17:30
424,Taltal,CL,-25.4,-70.4833,68.81,71,15,4.74,few clouds,2022-02-05 00:15:19
425,Karlstad,SE,59.3793,13.5036,32.56,93,76,10.36,broken clouds,2022-02-05 00:17:31
426,Vathi,GR,38.4,23.6,47.71,66,1,2.51,clear sky,2022-02-05 00:17:31
427,Egvekinot,RU,66.3167,-179.1667,-1.73,69,0,13.53,clear sky,2022-02-05 00:17:32
428,Nuevo Laredo,MX,27.4763,-99.5164,48.18,35,20,18.41,few clouds,2022-02-05 00:17:32
429,Teknaf,BD,20.8624,92.3058,63.32,84,31,5.44,scattered clouds,2022-02-05 00:17:32
430,Khandyga,RU,62.6667,135.6,-40.7,100,59,1.36,broken clouds,2022-02-05 00:17:33
431,Aklavik,CA,68.2191,-135.0107,-24.09,92,9,16.28,clear sky,2022-02-05 00:14:23
432,Acarau,BR,-2.8856,-40.12,78.94,82,58,11.03,broken clouds,2022-02-05 00:17:33
433,Kargil,IN,34.5667,76.1,-23.01,89,73,2.77,broken clouds,2022-02-05 00:17:33
434,Pangnirtung,CA,66.1451,-65.7125,-24.0,99,100,1.14,overcast clouds,2022-02-05 00:17:34
435,Redlands,US,34.0556,-117.1825,67.17,19,0,5.75,clear sky,2022-02-05 00:15:20
436,Roald,NO,62.5833,6.1333,40.33,81,75,37.98,broken clouds,2022-02-05 00:13:53
437,El Paujil,CO,1.5701,-75.3286,76.89,79,100,1.9,very heavy rain,2022-02-05 00:17:34
438,Palmas,BR,-10.2128,-48.3603,80.47,89,20,4.61,few clouds,2022-02-05 00:17:35
439,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.11,93,94,3.36,overcast clouds,2022-02-05 00:17:35
440,Udachnyy,RU,66.4167,112.4,-33.86,100,65,3.58,broken clouds,2022-02-05 00:17:35
441,Emerald,AU,-23.5333,148.1667,80.35,46,0,16.78,clear sky,2022-02-05 00:17:36
442,Oistins,BB,13.0667,-59.5333,77.09,69,20,10.36,few clouds,2022-02-05 00:13:36
443,Cap-Aux-Meules,CA,47.3821,-61.8597,21.25,93,100,28.77,overcast clouds,2022-02-05 00:17:36
444,Luocheng,CN,29.3848,104.0286,42.4,81,96,3.0,overcast clouds,2022-02-05 00:17:37
445,Sayyan,YE,15.1718,44.3244,53.53,82,37,4.54,scattered clouds,2022-02-05 00:17:37
446,Mwene-Ditu,CD,-7.0,23.45,62.69,98,100,1.45,overcast clouds,2022-02-05 00:17:37
447,Henties Bay,NA,-22.116,14.2845,65.86,83,95,4.09,overcast clouds,2022-02-05 00:17:38
448,Montargis,FR,47.8333,2.75,34.56,89,23,5.1,few clouds,2022-02-05 00:17:38
449,Tupancireta,BR,-29.0806,-53.8358,72.5,84,72,4.74,broken clouds,2022-02-05 00:17:38
450,Mount Isa,AU,-20.7333,139.5,83.97,30,18,12.66,few clouds,2022-02-05 00:17:39
451,Gardner,US,42.5751,-71.9981,26.49,90,100,6.91,snow,2022-02-05 00:17:39
452,Bowen,AU,-20.0167,148.2333,82.24,66,99,19.95,overcast clouds,2022-02-05 00:17:39
453,Kvareli,GE,41.9524,45.8151,40.53,65,100,7.38,overcast clouds,2022-02-05 00:17:39
454,Kahului,US,20.8947,-156.47,83.46,70,20,14.97,few clouds,2022-02-05 00:18:40
455,Rayong,TH,12.8333,101.4333,79.03,99,62,4.68,broken clouds,2022-02-05 00:18:40
456,Seydi,TM,39.4816,62.9137,45.9,34,6,17.69,clear sky,2022-02-05 00:18:41
457,Katsuura,JP,35.1333,140.3,48.18,47,64,12.77,broken clouds,2022-02-05 00:18:41
458,Glendive,US,47.1053,-104.7125,28.49,61,0,10.36,clear sky,2022-02-05 00:18:41
459,Hailar,CN,49.2,119.7,-5.21,92,99,5.14,overcast clouds,2022-02-05 00:18:42
460,Vostok,RU,46.4856,135.8833,-6.43,95,100,2.93,overcast clouds,2022-02-05 00:18:42
461,Rurrenabaque,BO,-14.4413,-67.5278,79.29,77,77,5.39,broken clouds,2022-02-05 00:18:42
462,Tura,IN,25.5198,90.2201,53.08,96,76,3.27,broken clouds,2022-02-05 00:18:43
463,Tanout,NE,14.9709,8.8879,54.97,20,0,13.89,clear sky,2022-02-05 00:18:43
464,Dingle,PH,10.9995,122.6711,76.06,86,96,12.3,overcast clouds,2022-02-05 00:18:43
465,Sampit,ID,-2.5333,112.95,75.51,96,100,0.67,overcast clouds,2022-02-05 00:18:44
466,Maniitsoq,GL,65.4167,-52.9,6.42,74,100,10.49,overcast clouds,2022-02-05 00:18:44
467,Ngunguru,NZ,-35.6167,174.5,75.16,82,43,15.19,scattered clouds,2022-02-05 00:18:44
468,Cashel,IE,52.5158,-7.8856,38.89,92,10,6.85,clear sky,2022-02-05 00:18:45
469,Monrovia,LR,6.3005,-10.7969,78.57,83,41,5.03,scattered clouds,2022-02-05 00:18:45
470,Lanzhou,CN,36.0564,103.7922,18.68,87,100,6.96,light snow,2022-02-05 00:18:45
471,Aojiang,CN,22.9421,116.0359,52.02,75,96,8.48,overcast clouds,2022-02-05 00:18:46
472,Rio Gallegos,AR,-51.6226,-69.2181,53.65,58,0,16.11,clear sky,2022-02-05 00:18:46
473,Gejiu,CN,23.306,103.1635,36.61,93,61,4.76,broken clouds,2022-02-05 00:18:46
474,Muli,MV,2.9167,73.5667,81.82,73,81,8.46,broken clouds,2022-02-05 00:18:47
475,Poronaysk,RU,49.2167,143.1167,13.42,79,100,10.54,overcast clouds,2022-02-05 00:18:47
476,Puerto Castilla,HN,16.0167,-85.9667,80.51,83,40,0.0,scattered clouds,2022-02-05 00:18:47
477,Alice Springs,AU,-23.7,133.8833,72.95,46,1,12.66,clear sky,2022-02-05 00:15:22
478,Inverell,AU,-29.7833,151.1167,72.1,54,0,8.99,clear sky,2022-02-05 00:18:48
479,Torata,PE,-17.0769,-70.8433,58.91,71,8,3.94,clear sky,2022-02-05 00:18:48
480,Ulaangom,MN,49.9811,92.0667,-23.4,93,93,2.95,overcast clouds,2022-02-05 00:18:48
481,Bluffton,US,32.2371,-80.8604,66.27,95,100,4.61,overcast clouds,2022-02-05 00:18:49
482,Barquisimeto,VE,10.0739,-69.3228,72.93,64,83,5.03,broken clouds,2022-02-05 00:17:19
483,Kruisfontein,ZA,-34.0033,24.7314,63.88,72,98,4.97,overcast clouds,2022-02-05 00:18:49
484,Lasa,IT,46.6166,10.7002,38.66,74,65,5.91,broken clouds,2022-02-05 00:18:50
485,Czersk,PL,53.7959,17.9765,41.56,90,100,14.83,overcast clouds,2022-02-05 00:18:50
486,Talcahuano,CL,-36.7167,-73.1167,61.68,75,1,17.45,clear sky,2022-02-05 00:15:15
487,Pouembout,NC,-21.1333,164.9,85.89,72,100,9.44,light rain,2022-02-05 00:18:50
488,Wladyslawowo,PL,54.7909,18.4009,44.94,94,100,19.17,overcast clouds,2022-02-05 00:18:51
489,Mahon,ES,39.8885,4.2658,50.56,87,0,4.61,clear sky,2022-02-05 00:18:51
490,Dhidhdhoo,MV,6.8833,73.1,81.21,63,64,7.38,broken clouds,2022-02-05 00:18:51
491,Marsabit,KE,2.3284,37.9899,70.61,46,95,3.71,overcast clouds,2022-02-05 00:18:52
492,Kasongo-Lunda,CD,-6.4667,16.8167,68.49,96,91,0.81,overcast clouds,2022-02-05 00:18:52
493,Khasan,RU,42.4308,130.6434,12.02,55,4,22.08,clear sky,2022-02-05 00:18:52
494,Jijiga,ET,9.35,42.8,59.0,19,19,4.43,few clouds,2022-02-05 00:18:53
495,Basco,PH,20.4487,121.9702,72.21,77,100,29.06,overcast clouds,2022-02-05 00:18:53
496,Bandarbeyla,SO,9.4942,50.8122,72.81,74,1,5.97,clear sky,2022-02-05 00:18:53
497,Faya,SA,18.3851,42.4509,55.51,88,26,5.77,scattered clouds,2022-02-05 00:18:54
498,Yafran,LY,32.0633,12.5286,49.69,31,7,10.65,clear sky,2022-02-05 00:18:54
499,Rio Cuarto,AR,-33.1307,-64.3499,71.37,73,20,4.61,few clouds,2022-02-05 00:18:54
500,Isla Aguada,MX,18.7833,-91.4667,75.24,84,17,18.7,few clouds,2022-02-05 00:18:54
501,New Ulm,US,44.3125,-94.4605,0.1,78,40,16.11,scattered clouds,2022-02-05 00:19:55
502,Gimli,CA,50.6336,-96.9907,-13.88,76,86,3.44,overcast clouds,2022-02-05 00:19:55
503,Kathu,TH,7.9178,98.3332,80.42,76,92,18.72,overcast clouds,2022-02-05 00:19:56
504,Pangai,TO,-19.8,-174.35,78.51,89,100,25.14,moderate rain,2022-02-05 00:19:56
505,Monzon,ES,41.9108,0.1941,49.42,64,100,1.59,overcast clouds,2022-02-05 00:19:56
506,Ballina,AU,-28.8667,153.5667,68.77,86,97,20.33,overcast clouds,2022-02-05 00:19:57
507,Caetes,BR,-8.7731,-36.6225,68.11,84,25,11.52,scattered clouds,2022-02-05 00:19:57
508,Wajir,KE,1.7471,40.0573,78.33,56,80,11.05,broken clouds,2022-02-05 00:19:58
509,Vestmanna,FO,62.1564,-7.1664,34.72,51,100,21.85,overcast clouds,2022-02-05 00:19:58
510,The Valley,AI,18.217,-63.0578,72.82,81,100,16.17,overcast clouds,2022-02-05 00:15:11
511,Whitehorse,CA,60.7161,-135.0538,-0.98,73,75,0.0,light snow,2022-02-05 00:16:15
512,Ola,RU,59.5833,151.2833,-1.52,77,75,11.39,broken clouds,2022-02-05 00:19:59
513,Gambo,CF,4.6482,22.2633,71.73,41,99,1.48,overcast clouds,2022-02-05 00:19:59
514,Jiaocheng,CN,24.6774,116.1389,45.28,84,100,2.95,overcast clouds,2022-02-05 00:19:59
515,Umm Kaddadah,SD,13.6017,26.6876,60.19,23,7,18.41,clear sky,2022-02-05 00:18:06
516,Hovd,MN,48.0056,91.6419,-11.72,78,10,3.33,clear sky,2022-02-05 00:20:00
517,Balkhash,KZ,46.844,74.9804,7.86,80,1,11.1,clear sky,2022-02-05 00:20:01
518,Leningradskiy,RU,69.3833,178.4167,-14.35,91,65,9.17,broken clouds,2022-02-05 00:17:52
519,Sambava,MG,-14.2667,50.1667,76.44,84,100,4.07,overcast clouds,2022-02-05 00:20:01
520,Alakurtti,RU,66.9672,30.3491,15.58,94,100,15.77,light snow,2022-02-05 00:20:02
521,Havoysund,NO,70.9963,24.6622,14.88,79,100,30.02,light snow,2022-02-05 00:20:02
522,Tiksi,RU,71.6872,128.8694,-21.26,98,98,7.09,overcast clouds,2022-02-05 00:18:03
523,Requena,ES,39.4883,-1.1004,48.13,54,100,0.6,overcast clouds,2022-02-05 00:20:03
524,Trinidad,BO,-14.8333,-64.9,76.12,95,98,4.7,moderate rain,2022-02-05 00:20:03
525,Piranhas,BR,-16.4269,-51.8222,75.83,82,100,2.06,overcast clouds,2022-02-05 00:20:04
526,Caravelas,BR,-17.7125,-39.2481,76.93,86,100,8.23,overcast clouds,2022-02-05 00:20:04
527,Rantauprapat,ID,2.1,99.8333,72.01,97,100,2.46,overcast clouds,2022-02-05 00:20:04
528,Kavaratti,IN,10.5669,72.642,77.7,59,93,4.56,overcast clouds,2022-02-05 00:20:04
529,Mecca,SA,21.4267,39.8261,59.43,57,37,13.22,scattered clouds,2022-02-05 00:20:05
530,Sultepec,MX,18.8667,-99.95,64.29,36,5,4.16,clear sky,2022-02-05 00:20:05
531,Shibetsu,JP,43.659,145.132,23.7,63,40,6.91,scattered clouds,2022-02-05 00:20:06
532,Viru,PE,-8.4167,-78.75,67.3,73,40,5.77,scattered clouds,2022-02-05 00:20:06
533,Andenes,NO,69.3143,16.1194,26.58,74,75,19.57,broken clouds,2022-02-05 00:20:06
534,Ca Mau,VN,9.1769,105.15,77.9,71,59,11.86,broken clouds,2022-02-05 00:20:07
535,Birao,CF,10.2849,22.7882,74.19,14,9,13.13,clear sky,2022-02-05 00:20:07
536,Imperia,IT,43.9667,7.7833,45.41,87,70,5.06,broken clouds,2022-02-05 00:20:07
537,Evanston,US,42.0411,-87.6901,20.98,81,100,1.99,overcast clouds,2022-02-05 00:18:16
538,Corinto,GR,37.9407,22.9573,46.69,77,1,4.12,clear sky,2022-02-05 00:20:08
539,Barreirinhas,BR,-2.7469,-42.8264,75.29,93,100,5.17,heavy intensity rain,2022-02-05 00:20:08
540,Arkadak,RU,51.9326,43.4978,13.78,97,88,7.23,overcast clouds,2022-02-05 00:20:08
541,Barcelos,PT,41.5388,-8.6151,50.85,89,86,4.61,overcast clouds,2022-02-05 00:20:09
542,Nizhniy Kuranakh,RU,58.8353,125.4869,-6.36,99,100,3.49,overcast clouds,2022-02-05 00:20:09
